date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-06-23,AL,Atalaia,city,390,6,True,47185,2700409,826.53386,0.0154
2020-06-23,AL,Barra de Santo Antônio,city,76,4,True,15932,2700508,477.02737,0.0526
2020-06-23,AL,Barra de São Miguel,city,74,3,True,8322,2700607,889.20932,0.0405
2020-06-23,AL,Batalha,city,142,2,True,18232,2700706,778.85037,0.0141
2020-06-23,AL,Belém,city,16,1,True,4344,2700805,368.32413,0.0625
2020-06-23,AL,Belo Monte,city,12,0,True,6704,2700904,178.99761,0.0
2020-06-23,AL,Boca da Mata,city,359,6,True,27281,2701001,1315.93417,0.0167
2020-06-23,AL,Branquinha,city,61,1,True,10494,2701100,581.28454,0.0164
2020-06-23,AL,Cacimbinhas,city,33,2,True,10858,2701209,303.92337,0.0606
2020-06-23,AL,Cajueiro,city,104,5,True,21264,2701308,489.08954,0.0481
2020-06-23,AL,Campestre,city,34,3,True,6936,2701357,490.19608,0.0882
2020-06-23,AL,Campo Alegre,city,349,3,True,57063,2701407,611.60472,0.0086
2020-06-23,AL,Campo Grande,city,52,1,True,9558,2701506,544.04687,0.0192
2020-06-23,AL,Canapi,city,6,1,True,17722,2701605,33.85622,0.1667
2020-06-23,AL,Capela,city,301,1,True,17053,2701704,1765.08532,0.0033
2020-06-23,AL,Carneiros,city,23,0,True,9081,2701803,253.27607,0.0
2020-06-23,AL,Chã Preta,city,13,0,True,7311,2701902,177.81425,0.0
2020-06-23,AL,Coité do Nóia,city,40,0,True,10693,2702009,374.0765,0.0
2020-06-23,AL,Colônia Leopoldina,city,142,2,True,21698,2702108,654.4382,0.0141
2020-06-23,AL,Coqueiro Seco,city,119,5,True,5845,2702207,2035.92814,0.042
2020-06-23,AL,Coruripe,city,584,15,True,56933,2702306,1025.76713,0.0257
2020-06-23,AL,Craíbas,city,173,1,True,24219,2702355,714.31521,0.0058
2020-06-23,AL,Delmiro Gouveia,city,143,5,True,52016,2702405,274.91541,0.035
2020-06-23,AL,Dois Riachos,city,16,0,True,11075,2702504,144.46953,0.0
2020-06-23,AL,Estrela de Alagoas,city,19,0,True,18205,2702553,104.36693,0.0
2020-06-23,AL,Feira Grande,city,60,1,True,22166,2702603,270.68483,0.0167
2020-06-23,AL,Feliz Deserto,city,11,2,True,4754,2702702,231.3841,0.1818
2020-06-23,AL,Flexeiras,city,110,2,True,12790,2702801,860.04691,0.0182
2020-06-23,AL,Girau do Ponciano,city,292,2,True,40917,2702900,713.63981,0.0068
2020-06-23,AL,Ibateguara,city,45,5,True,15616,2703007,288.16598,0.1111
2020-06-23,AL,Igaci,city,44,0,True,25631,2703106,171.66712,0.0
2020-06-23,AL,Igreja Nova,city,48,2,True,24499,2703205,195.92636,0.0417
2020-06-23,AL,Importados/Indefinidos,city,94,7,True,,,,0.0745
2020-06-23,AL,Inhapi,city,3,0,True,18385,2703304,16.31765,0.0
2020-06-23,AL,Jacaré dos Homens,city,7,0,True,5253,2703403,133.25719,0.0
2020-06-23,AL,Jacuípe,city,29,1,True,7021,2703502,413.04657,0.0345
2020-06-23,AL,Japaratinga,city,78,1,True,8361,2703601,932.90276,0.0128
2020-06-23,AL,Jaramataia,city,9,0,True,5770,2703700,155.9792,0.0
2020-06-23,AL,Jequiá da Praia,city,213,3,True,11580,2703759,1839.37824,0.0141
2020-06-23,AL,Joaquim Gomes,city,107,7,True,23993,2703809,445.96341,0.0654
2020-06-23,AL,Jundiá,city,9,3,True,4155,2703908,216.6065,0.3333
2020-06-23,AL,Junqueiro,city,310,6,True,24727,2704005,1253.6903,0.0194
2020-06-23,AL,Lagoa da Canoa,city,96,2,True,17852,2704104,537.75487,0.0208
2020-06-23,AL,Limoeiro de Anadia,city,67,1,True,28635,2704203,233.9794,0.0149
2020-06-23,AL,Maceió,city,13371,547,True,1018948,2704302,1312.23576,0.0409
2020-06-23,AL,Major Isidoro,city,110,2,True,19804,2704401,555.44334,0.0182
2020-06-23,AL,Maragogi,city,253,7,True,32704,2704500,773.60568,0.0277
2020-06-23,AL,Maravilha,city,15,1,True,9163,2704609,163.70184,0.0667
2020-06-23,AL,Marechal Deodoro,city,1210,14,True,51901,2704708,2331.36163,0.0116
2020-06-23,AL,Maribondo,city,130,2,True,13264,2704807,980.0965,0.0154
2020-06-23,AL,Mar Vermelho,city,13,0,True,3514,2704906,369.94878,0.0
2020-06-23,AL,Mata Grande,city,6,0,True,25216,2705002,23.79442,0.0
2020-06-23,AL,Matriz de Camaragibe,city,331,7,True,24642,2705101,1343.23513,0.0211
2020-06-23,AL,Messias,city,176,7,True,17856,2705200,985.66308,0.0398
2020-06-23,AL,Minador do Negrão,city,6,0,True,5329,2705309,112.59148,0.0
2020-06-23,AL,Monteirópolis,city,23,0,True,7159,2705408,321.27392,0.0
2020-06-23,AL,Murici,city,223,8,True,28236,2705507,789.77192,0.0359
2020-06-23,AL,Novo Lino,city,72,2,True,12690,2705606,567.37589,0.0278
2020-06-23,AL,Olho d'Água das Flores,city,182,4,True,21688,2705705,839.17374,0.022
2020-06-23,AL,Olho d'Água do Casado,city,6,0,True,9373,2705804,64.01366,0.0
2020-06-23,AL,Olho d'Água Grande,city,18,1,True,5123,2705903,351.35663,0.0556
2020-06-23,AL,Olivença,city,22,0,True,11624,2706000,189.26359,0.0
2020-06-23,AL,Ouro Branco,city,56,0,True,11496,2706109,487.12596,0.0
2020-06-23,AL,Palestina,city,37,1,True,5011,2706208,738.37557,0.027
2020-06-23,AL,Palmeira dos Índios,city,327,6,True,73218,2706307,446.61149,0.0183
2020-06-23,AL,Pão de Açúcar,city,135,1,True,24399,2706406,553.30136,0.0074
2020-06-23,AL,Pariconha,city,8,0,True,10533,2706422,75.95177,0.0
2020-06-23,AL,Paripueira,city,72,6,True,13176,2706448,546.44809,0.0833
2020-06-23,AL,Passo de Camaragibe,city,153,4,True,15245,2706505,1003.60774,0.0261
2020-06-23,AL,Paulo Jacinto,city,110,4,True,7564,2706604,1454.25701,0.0364
2020-06-23,AL,Penedo,city,142,4,True,63683,2706703,222.97945,0.0282
2020-06-23,AL,Piaçabuçu,city,147,4,True,17827,2706802,824.59191,0.0272
2020-06-23,AL,Pilar,city,491,15,True,35111,2706901,1398.42215,0.0305
2020-06-23,AL,Pindoba,city,18,1,True,2908,2707008,618.98212,0.0556
2020-06-23,AL,Piranhas,city,17,2,True,25039,2707107,67.89409,0.1176
2020-06-23,AL,Poço das Trincheiras,city,14,3,True,14386,2707206,97.31684,0.2143
2020-06-23,AL,Porto Calvo,city,388,4,True,27165,2707305,1428.30849,0.0103
2020-06-23,AL,Porto de Pedras,city,57,1,True,7786,2707404,732.08323,0.0175
2020-06-23,AL,Porto Real do Colégio,city,74,0,True,20066,2707503,368.78302,0.0
2020-06-23,AL,Quebrangulo,city,84,1,True,11294,2707602,743.75775,0.0119
2020-06-23,AL,Rio Largo,city,615,34,True,75120,2707701,818.6901,0.0553
2020-06-23,AL,Roteiro,city,54,1,True,6664,2707800,810.32413,0.0185
2020-06-23,AL,Santa Luzia do Norte,city,124,2,True,7296,2707909,1699.5614,0.0161
2020-06-23,AL,Santana do Ipanema,city,215,6,True,47654,2708006,451.16884,0.0279
2020-06-23,AL,Santana do Mundaú,city,36,1,True,10740,2708105,335.19553,0.0278
2020-06-23,AL,São Brás,city,39,0,True,6961,2708204,560.26433,0.0
2020-06-23,AL,São José da Laje,city,315,2,True,23927,2708303,1316.50437,0.0063
2020-06-23,AL,São José da Tapera,city,81,2,True,32260,2708402,251.08493,0.0247
2020-06-23,AL,São Luís do Quitunde,city,340,10,True,34555,2708501,983.93865,0.0294
2020-06-23,AL,São Miguel dos Campos,city,684,14,True,61251,2708600,1116.71646,0.0205
2020-06-23,AL,São Miguel dos Milagres,city,91,2,True,7951,2708709,1144.51012,0.022
2020-06-23,AL,São Sebastião,city,364,2,True,34152,2708808,1065.82338,0.0055
2020-06-23,AL,Satuba,city,292,15,True,13828,2708907,2111.65751,0.0514
2020-06-23,AL,Senador Rui Palmeira,city,24,1,True,13870,2708956,173.03533,0.0417
2020-06-23,AL,Tanque d'Arca,city,43,1,True,6162,2709004,697.82538,0.0233
2020-06-23,AL,Taquarana,city,97,1,True,19980,2709103,485.48549,0.0103
2020-06-23,AL,Teotônio Vilela,city,501,7,True,44169,2709152,1134.2797,0.014
2020-06-23,AL,Traipu,city,58,0,True,27715,2709202,209.27296,0.0
2020-06-23,AL,União dos Palmares,city,387,17,True,65611,2709301,589.84012,0.0439
2020-06-23,AL,Viçosa,city,114,2,True,25733,2709400,443.01092,0.0175
2020-06-23,AL,,state,30246,920,True,3337357,27,906.28602,0.0304
2020-06-23,AM,Alvarães,city,505,12,True,16041,1300029,3148.18278,0.0238
2020-06-23,AM,Amaturá,city,364,8,True,11536,1300060,3155.33981,0.022
2020-06-23,AM,Anamã,city,268,0,True,13614,1300086,1968.56177,0.0
2020-06-23,AM,Anori,city,566,9,True,21010,1300102,2693.95526,0.0159
2020-06-23,AM,Apuí,city,37,0,True,21973,1300144,168.38848,0.0
2020-06-23,AM,Atalaia do Norte,city,432,1,True,19921,1300201,2168.56584,0.0023
2020-06-23,AM,Autazes,city,883,27,True,39565,1300300,2231.7705,0.0306
2020-06-23,AM,Barcelos,city,823,21,True,27502,1300409,2992.50964,0.0255
2020-06-23,AM,Barreirinha,city,548,6,True,32041,1300508,1710.30867,0.0109
2020-06-23,AM,Benjamin Constant,city,1426,27,True,42984,1300607,3317.51349,0.0189
2020-06-23,AM,Beruri,city,375,6,True,19679,1300631,1905.58463,0.016
2020-06-23,AM,Boa Vista do Ramos,city,161,2,True,19207,1300680,838.23606,0.0124
2020-06-23,AM,Boca do Acre,city,599,9,True,34308,1300706,1745.94847,0.015
2020-06-23,AM,Borba,city,402,17,True,41161,1300805,976.65266,0.0423
2020-06-23,AM,Caapiranga,city,138,4,True,13081,1300839,1054.96522,0.029
2020-06-23,AM,Canutama,city,73,0,True,15629,1300904,467.08043,0.0
2020-06-23,AM,Carauari,city,463,6,True,28294,1301001,1636.38934,0.013
2020-06-23,AM,Careiro,city,905,13,True,37869,1301100,2389.81753,0.0144
2020-06-23,AM,Careiro da Várzea,city,67,4,True,30225,1301159,221.6708,0.0597
2020-06-23,AM,Coari,city,3509,78,True,85097,1301209,4123.52962,0.0222
2020-06-23,AM,Codajás,city,121,3,True,28637,1301308,422.53029,0.0248
2020-06-23,AM,Eirunepé,city,348,0,True,35273,1301407,986.59031,0.0
2020-06-23,AM,Fonte Boa,city,477,16,True,17609,1301605,2708.84207,0.0335
2020-06-23,AM,Guajará,city,292,1,True,16678,1301654,1750.80945,0.0034
2020-06-23,AM,Humaitá,city,550,5,True,55080,1301704,998.54757,0.0091
2020-06-23,AM,Ipixuna,city,3,0,True,29689,1301803,10.10475,0.0
2020-06-23,AM,Iranduba,city,1204,35,True,48296,1301852,2492.96008,0.0291
2020-06-23,AM,Itacoatiara,city,1374,52,True,101337,1301902,1355.87199,0.0378
2020-06-23,AM,Itamarati,city,243,1,True,7851,1301951,3095.14712,0.0041
2020-06-23,AM,Itapiranga,city,484,5,True,9148,1302009,5290.77394,0.0103
2020-06-23,AM,Japurá,city,223,1,True,2755,1302108,8094.37387,0.0045
2020-06-23,AM,Juruá,city,190,1,True,14712,1302207,1291.46275,0.0053
2020-06-23,AM,Jutaí,city,243,13,True,14317,1302306,1697.28295,0.0535
2020-06-23,AM,Lábrea,city,386,4,True,46069,1302405,837.87362,0.0104
2020-06-23,AM,Manacapuru,city,3095,123,True,97377,1302504,3178.36861,0.0397
2020-06-23,AM,Manaquiri,city,208,10,True,32105,1302553,647.87416,0.0481
2020-06-23,AM,Manaus,city,25710,1727,True,2182763,1302603,1177.86494,0.0672
2020-06-23,AM,Manicoré,city,161,4,True,55751,1302702,288.78406,0.0248
2020-06-23,AM,Maraã,city,193,2,True,18224,1302801,1059.04302,0.0104
2020-06-23,AM,Maués,city,871,30,True,63905,1302900,1362.96064,0.0344
2020-06-23,AM,Nhamundá,city,138,5,True,21173,1303007,651.77349,0.0362
2020-06-23,AM,Nova Olinda do Norte,city,395,19,True,37378,1303106,1056.77136,0.0481
2020-06-23,AM,Novo Airão,city,208,5,True,19454,1303205,1069.18886,0.024
2020-06-23,AM,Novo Aripuanã,city,387,9,True,25644,1303304,1509.12494,0.0233
2020-06-23,AM,Parintins,city,2329,72,True,114273,1303403,2038.10174,0.0309
2020-06-23,AM,Pauini,city,216,1,True,19426,1303502,1111.91187,0.0046
2020-06-23,AM,Presidente Figueiredo,city,873,20,True,36279,1303536,2406.35078,0.0229
2020-06-23,AM,Rio Preto da Eva,city,629,12,True,33347,1303569,1886.22665,0.0191
2020-06-23,AM,Santa Isabel do Rio Negro,city,177,2,True,25156,1303601,703.60948,0.0113
2020-06-23,AM,Santo Antônio do Içá,city,971,18,True,21602,1303700,4494.95417,0.0185
2020-06-23,AM,São Gabriel da Cachoeira,city,2565,43,True,45564,1303809,5629.4443,0.0168
2020-06-23,AM,São Paulo de Olivença,city,610,17,True,39299,1303908,1552.20235,0.0279
2020-06-23,AM,São Sebastião do Uatumã,city,190,1,True,14020,1303957,1355.20685,0.0053
2020-06-23,AM,Silves,city,152,4,True,9171,1304005,1657.39832,0.0263
2020-06-23,AM,Tabatinga,city,1267,70,True,65844,1304062,1924.24519,0.0552
2020-06-23,AM,Tapauá,city,512,3,True,17156,1304104,2984.37864,0.0059
2020-06-23,AM,Tefé,city,2959,76,True,59849,1304203,4944.10934,0.0257
2020-06-23,AM,Tonantins,city,421,14,True,18755,1304237,2244.73474,0.0333
2020-06-23,AM,Uarini,city,451,6,True,13540,1304260,3330.87149,0.0133
2020-06-23,AM,Urucará,city,353,4,True,16256,1304302,2171.50591,0.0113
2020-06-23,AM,Urucurituba,city,350,2,True,23065,1304401,1517.45068,0.0057
2020-06-23,AM,,state,65073,2686,True,4144597,13,1570.06821,0.0413
2020-06-23,AP,Amapá,city,264,4,True,9109,1600105,2898.23252,0.0152
2020-06-23,AP,Calçoene,city,400,2,True,11117,1600204,3598.09301,0.005
2020-06-23,AP,Cutias,city,424,2,True,5983,1600212,7086.74578,0.0047
2020-06-23,AP,Ferreira Gomes,city,275,2,True,7780,1600238,3534.70437,0.0073
2020-06-23,AP,Itaubal,city,163,0,True,5503,1600253,2962.02072,0.0
2020-06-23,AP,Laranjal do Jari,city,2520,40,True,50410,1600279,4999.00813,0.0159
2020-06-23,AP,Macapá,city,12841,232,True,503327,1600303,2551.22415,0.0181
2020-06-23,AP,Mazagão,city,759,6,True,21632,1600402,3508.69083,0.0079
2020-06-23,AP,Oiapoque,city,1196,10,True,27270,1600501,4385.77191,0.0084
2020-06-23,AP,Pedra Branca do Amapari,city,1835,5,True,16502,1600154,11119.86426,0.0027
2020-06-23,AP,Porto Grande,city,639,5,True,21971,1600535,2908.37923,0.0078
2020-06-23,AP,Pracuúba,city,121,2,True,5120,1600550,2363.28125,0.0165
2020-06-23,AP,Santana,city,3526,55,True,121364,1600600,2905.30965,0.0156
2020-06-23,AP,Serra do Navio,city,365,4,True,5397,1600055,6763.01649,0.011
2020-06-23,AP,Tartarugalzinho,city,354,1,True,17315,1600709,2044.47011,0.0028
2020-06-23,AP,Vitória do Jari,city,755,10,True,15931,1600808,4739.18775,0.0132
2020-06-23,AP,,state,26437,380,True,845731,16,3125.93484,0.0144
2020-06-23,BA,Abaíra,city,5,0,True,8739,2900108,57.21478,0.0
2020-06-23,BA,Abaré,city,1,0,True,20086,2900207,4.97859,0.0
2020-06-23,BA,Acajutiba,city,7,0,True,15159,2900306,46.17719,0.0
2020-06-23,BA,Adustina,city,9,1,True,17040,2900355,52.8169,0.1111
2020-06-23,BA,Água Fria,city,25,1,True,16970,2900405,147.3188,0.04
2020-06-23,BA,Aiquara,city,10,1,True,4446,2900603,224.92128,0.1
2020-06-23,BA,Alagoinhas,city,294,4,True,151596,2900702,193.93652,0.0136
2020-06-23,BA,Alcobaça,city,26,0,True,22470,2900801,115.70984,0.0
2020-06-23,BA,Almadina,city,7,1,True,5464,2900900,128.11127,0.1429
2020-06-23,BA,Amargosa,city,25,1,True,37241,2901007,67.13031,0.04
2020-06-23,BA,Amélia Rodrigues,city,54,0,True,25102,2901106,215.1223,0.0
2020-06-23,BA,América Dourada,city,4,0,True,16094,2901155,24.85398,0.0
2020-06-23,BA,Anagé,city,4,1,True,22005,2901205,18.17769,0.25
2020-06-23,BA,Andaraí,city,5,0,True,13143,2901304,38.04306,0.0
2020-06-23,BA,Andorinha,city,3,0,True,14595,2901353,20.55498,0.0
2020-06-23,BA,Angical,city,1,0,True,13977,2901403,7.15461,0.0
2020-06-23,BA,Anguera,city,23,0,True,11221,2901502,204.97282,0.0
2020-06-23,BA,Antas,city,3,0,True,19291,2901601,15.55129,0.0
2020-06-23,BA,Antônio Cardoso,city,6,0,True,11683,2901700,51.35667,0.0
2020-06-23,BA,Antônio Gonçalves,city,6,0,True,11798,2901809,50.85608,0.0
2020-06-23,BA,Aporá,city,35,1,True,17731,2901908,197.39439,0.0286
2020-06-23,BA,Apuarema,city,7,0,True,7330,2901957,95.49795,0.0
2020-06-23,BA,Araças,city,2,0,True,12177,2902054,16.42441,0.0
2020-06-23,BA,Aracatu,city,12,0,True,13135,2902005,91.35896,0.0
2020-06-23,BA,Araci,city,122,1,True,54379,2902104,224.35131,0.0082
2020-06-23,BA,Aramari,city,4,0,True,11397,2902203,35.09696,0.0
2020-06-23,BA,Arataca,city,2,0,True,11019,2902252,18.15047,0.0
2020-06-23,BA,Aratuípe,city,1,1,True,8825,2902302,11.33144,1.0
2020-06-23,BA,Aurelino Leal,city,59,0,True,11531,2902401,511.66421,0.0
2020-06-23,BA,Baianópolis,city,2,0,True,13877,2902500,14.41234,0.0
2020-06-23,BA,Baixa Grande,city,1,0,True,20468,2902609,4.88568,0.0
2020-06-23,BA,Banzaê,city,14,0,True,13229,2902658,105.8281,0.0
2020-06-23,BA,Barra,city,21,0,True,53578,2902708,39.19519,0.0
2020-06-23,BA,Barra da Estiva,city,2,0,True,20598,2902807,9.70968,0.0
2020-06-23,BA,Barra do Choça,city,18,0,True,31603,2902906,56.95662,0.0
2020-06-23,BA,Barra do Mendes,city,2,0,True,13865,2903003,14.42481,0.0
2020-06-23,BA,Barra do Rocha,city,5,0,True,5714,2903102,87.50438,0.0
2020-06-23,BA,Barreiras,city,247,4,True,155439,2903201,158.90478,0.0162
2020-06-23,BA,Barrocas,city,33,0,True,15978,2903276,206.53398,0.0
2020-06-23,BA,Barro Preto,city,13,0,True,5591,2903300,232.51654,0.0
2020-06-23,BA,Belmonte,city,53,1,True,23328,2903409,227.19479,0.0189
2020-06-23,BA,Belo Campo,city,0,0,True,17211,2903508,,0.0
2020-06-23,BA,Biritinga,city,1,0,True,15979,2903607,6.25821,0.0
2020-06-23,BA,Boa Nova,city,1,0,True,12633,2903706,7.91578,0.0
2020-06-23,BA,Boa Vista do Tupim,city,4,0,True,18576,2903805,21.53316,0.0
2020-06-23,BA,Bom Jesus da Lapa,city,41,0,True,69148,2903904,59.29311,0.0
2020-06-23,BA,Bom Jesus da Serra,city,1,0,True,9880,2903953,10.12146,0.0
2020-06-23,BA,Boninal,city,3,0,True,14368,2904001,20.87973,0.0
2020-06-23,BA,Bonito,city,0,0,True,16764,2904050,,0.0
2020-06-23,BA,Boquira,city,10,0,True,21508,2904100,46.49433,0.0
2020-06-23,BA,Botuporã,city,0,0,True,10211,2904209,,0.0
2020-06-23,BA,Brejões,city,10,0,True,14295,2904308,69.95453,0.0
2020-06-23,BA,Brotas de Macaúbas,city,0,0,True,10231,2904506,,0.0
2020-06-23,BA,Brumado,city,134,2,True,67195,2904605,199.4196,0.0149
2020-06-23,BA,Buerarema,city,53,5,True,18349,2904704,288.84408,0.0943
2020-06-23,BA,Buritirama,city,15,0,True,21174,2904753,70.8416,0.0
2020-06-23,BA,Caatiba,city,32,0,True,6758,2904803,473.51287,0.0
2020-06-23,BA,Cabaceiras do Paraguaçu,city,8,0,True,18807,2904852,42.53735,0.0
2020-06-23,BA,Cachoeira,city,38,0,True,33470,2904902,113.53451,0.0
2020-06-23,BA,Caculé,city,1,1,True,23170,2905008,4.31593,1.0
2020-06-23,BA,Caém,city,6,0,True,9213,2905107,65.12537,0.0
2020-06-23,BA,Caetanos,city,2,0,True,14542,2905156,13.75327,0.0
2020-06-23,BA,Caetité,city,17,0,True,50975,2905206,33.34968,0.0
2020-06-23,BA,Cairu,city,35,1,True,18176,2905404,192.56162,0.0286
2020-06-23,BA,Caldeirão Grande,city,24,0,True,13327,2905503,180.08554,0.0
2020-06-23,BA,Camacan,city,227,4,True,31988,2905602,709.64112,0.0176
2020-06-23,BA,Camaçari,city,754,15,True,299132,2905701,252.06263,0.0199
2020-06-23,BA,Camamu,city,23,1,True,35316,2905800,65.12629,0.0435
2020-06-23,BA,Campo Alegre de Lourdes,city,31,1,True,28798,2905909,107.64636,0.0323
2020-06-23,BA,Campo Formoso,city,51,0,True,71206,2906006,71.62318,0.0
2020-06-23,BA,Canarana,city,20,0,True,26176,2906204,76.40587,0.0
2020-06-23,BA,Canavieiras,city,30,2,True,31099,2906303,96.46612,0.0667
2020-06-23,BA,Candeal,city,13,0,True,8258,2906402,157.4231,0.0
2020-06-23,BA,Candeias,city,513,14,True,87076,2906501,589.14052,0.0273
2020-06-23,BA,Candiba,city,9,0,True,14319,2906600,62.85355,0.0
2020-06-23,BA,Cândido Sales,city,66,2,True,25189,2906709,262.01914,0.0303
2020-06-23,BA,Cansanção,city,28,2,True,34834,2906808,80.38124,0.0714
2020-06-23,BA,Canudos,city,12,0,True,16668,2906824,71.99424,0.0
2020-06-23,BA,Capela do Alto Alegre,city,3,0,True,11637,2906857,25.77984,0.0
2020-06-23,BA,Capim Grosso,city,53,3,True,30662,2906873,172.85239,0.0566
2020-06-23,BA,Caraíbas,city,3,0,True,8951,2906899,33.51581,0.0
2020-06-23,BA,Caravelas,city,19,0,True,22016,2906907,86.30087,0.0
2020-06-23,BA,Cardeal da Silva,city,7,0,True,9295,2907004,75.30931,0.0
2020-06-23,BA,Carinhanha,city,1,0,True,29018,2907103,3.44614,0.0
2020-06-23,BA,Casa Nova,city,63,3,True,71969,2907202,87.53769,0.0476
2020-06-23,BA,Castro Alves,city,46,1,True,26264,2907301,175.14468,0.0217
2020-06-23,BA,Catolândia,city,1,0,True,3577,2907400,27.95639,0.0
2020-06-23,BA,Catu,city,180,1,True,54704,2907509,329.04358,0.0056
2020-06-23,BA,Central,city,0,0,True,17266,2907608,,0.0
2020-06-23,BA,Chorrochó,city,2,0,True,11177,2907707,17.89389,0.0
2020-06-23,BA,Cícero Dantas,city,4,1,True,32515,2907806,12.30201,0.25
2020-06-23,BA,Cipó,city,3,0,True,17300,2907905,17.34104,0.0
2020-06-23,BA,Coaraci,city,49,3,True,16993,2908002,288.35403,0.0612
2020-06-23,BA,Cocos,city,7,0,True,18777,2908101,37.27965,0.0
2020-06-23,BA,Conceição da Feira,city,61,1,True,22581,2908200,270.13861,0.0164
2020-06-23,BA,Conceição do Almeida,city,21,0,True,17247,2908309,121.76031,0.0
2020-06-23,BA,Conceição do Coité,city,90,0,True,66612,2908408,135.11079,0.0
2020-06-23,BA,Conceição do Jacuípe,city,147,0,True,33153,2908507,443.39879,0.0
2020-06-23,BA,Conde,city,30,2,True,25837,2908606,116.11255,0.0667
2020-06-23,BA,Condeúba,city,17,0,True,17247,2908705,98.56787,0.0
2020-06-23,BA,Coração de Maria,city,23,0,True,22605,2908903,101.7474,0.0
2020-06-23,BA,Cordeiros,city,1,0,True,8614,2909000,11.60901,0.0
2020-06-23,BA,Coronel João Sá,city,10,0,True,15895,2909208,62.91287,0.0
2020-06-23,BA,Correntina,city,4,0,True,32137,2909307,12.44671,0.0
2020-06-23,BA,Cravolândia,city,4,0,True,5349,2909505,74.78033,0.0
2020-06-23,BA,Crisópolis,city,7,0,True,21103,2909604,33.17064,0.0
2020-06-23,BA,Cristópolis,city,7,0,True,13910,2909703,50.32351,0.0
2020-06-23,BA,Cruz das Almas,city,76,1,True,63239,2909802,120.179,0.0132
2020-06-23,BA,Curaçá,city,61,0,True,34700,2909901,175.79251,0.0
2020-06-23,BA,Dário Meira,city,16,1,True,10710,2910008,149.39309,0.0625
2020-06-23,BA,Dias d'Ávila,city,183,7,True,81089,2910057,225.67796,0.0383
2020-06-23,BA,Dom Basílio,city,4,0,True,12199,2910107,32.78957,0.0
2020-06-23,BA,Dom Macedo Costa,city,3,0,True,4058,2910206,73.92804,0.0
2020-06-23,BA,Encruzilhada,city,54,0,True,17006,2910404,317.53499,0.0
2020-06-23,BA,Entre Rios,city,59,0,True,41780,2910503,141.21589,0.0
2020-06-23,BA,Érico Cardoso,city,0,0,True,10610,2900504,,0.0
2020-06-23,BA,Esplanada,city,11,0,True,37237,2910602,29.54051,0.0
2020-06-23,BA,Euclides da Cunha,city,16,1,True,60585,2910701,26.40918,0.0625
2020-06-23,BA,Eunápolis,city,480,6,True,113380,2910727,423.35509,0.0125
2020-06-23,BA,Fátima,city,2,0,True,17890,2910750,11.17943,0.0
2020-06-23,BA,Feira de Santana,city,1484,37,True,614872,2910800,241.35105,0.0249
2020-06-23,BA,Filadélfia,city,16,1,True,16377,2910859,97.69799,0.0625
2020-06-23,BA,Firmino Alves,city,1,0,True,5617,2910909,17.8031,0.0
