date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-06-23,GO,Palminópolis,city,4,1,True,3585,5215900,111.57601,0.25
2020-06-23,GO,Panamá,city,2,0,True,2615,5216007,76.48184,0.0
2020-06-23,GO,Paranaiguara,city,5,0,True,10057,5216304,49.71662,0.0
2020-06-23,GO,Paraúna,city,20,2,True,10988,5216403,182.01675,0.1
2020-06-23,GO,Perolândia,city,1,0,True,3129,5216452,31.95909,0.0
2020-06-23,GO,Petrolina de Goiás,city,2,0,True,10281,5216809,19.45336,0.0
2020-06-23,GO,Piracanjuba,city,33,1,True,24524,5217104,134.56206,0.0303
2020-06-23,GO,Piranhas,city,10,0,True,10385,5217203,96.29273,0.0
2020-06-23,GO,Pirenópolis,city,7,0,True,24908,5217302,28.10342,0.0
2020-06-23,GO,Pires do Rio,city,63,2,True,31458,5217401,200.26702,0.0317
2020-06-23,GO,Planaltina,city,252,11,True,89918,5217609,280.25534,0.0437
2020-06-23,GO,Pontalina,city,2,0,True,17819,5217708,11.22397,0.0
2020-06-23,GO,Porangatu,city,50,1,True,45394,5218003,110.14672,0.02
2020-06-23,GO,Porteirão,city,3,0,True,3881,5218052,77.29967,0.0
2020-06-23,GO,Portelândia,city,8,0,True,4011,5218102,199.45151,0.0
2020-06-23,GO,Posse,city,17,0,True,36900,5218300,46.07046,0.0
2020-06-23,GO,Professor Jamil,city,6,2,True,3223,5218391,186.16196,0.3333
2020-06-23,GO,Quirinópolis,city,81,1,True,50065,5218508,161.78967,0.0123
2020-06-23,GO,Rialma,city,28,0,True,10918,5218607,256.45723,0.0
2020-06-23,GO,Rianápolis,city,1,0,True,4801,5218706,20.82899,0.0
2020-06-23,GO,Rio Verde,city,3595,18,True,235647,5218805,1525.587,0.005
2020-06-23,GO,Rubiataba,city,37,2,True,19882,5218904,186.09798,0.0541
2020-06-23,GO,Sanclerlândia,city,1,0,True,7637,5219001,13.09415,0.0
2020-06-23,GO,Santa Bárbara de Goiás,city,1,1,True,6560,5219100,15.2439,1.0
2020-06-23,GO,Santa Cruz de Goiás,city,1,0,True,2855,5219209,35.02627,0.0
2020-06-23,GO,Santa Fé de Goiás,city,2,0,True,5459,5219258,36.63675,0.0
2020-06-23,GO,Santa Helena de Goiás,city,172,2,True,38648,5219308,445.04243,0.0116
2020-06-23,GO,Santa Isabel,city,5,0,True,3809,5219357,131.26805,0.0
2020-06-23,GO,Santa Rita do Araguaia,city,3,0,True,8756,5219407,34.26222,0.0
2020-06-23,GO,Santa Rita do Novo Destino,city,1,0,True,3343,5219456,29.91325,0.0
2020-06-23,GO,Santa Rosa de Goiás,city,2,1,True,2319,5219506,86.24407,0.5
2020-06-23,GO,Santa Tereza de Goiás,city,2,0,True,3355,5219605,59.61252,0.0
2020-06-23,GO,Santa Terezinha de Goiás,city,2,0,True,8744,5219704,22.87283,0.0
2020-06-23,GO,Santo Antônio da Barra,city,0,0,True,4821,5219712,,0.0
2020-06-23,GO,Santo Antônio de Goiás,city,23,1,True,6283,5219738,366.06717,0.0435
2020-06-23,GO,Santo Antônio do Descoberto,city,244,6,True,74744,5219753,326.44761,0.0246
2020-06-23,GO,São Francisco de Goiás,city,5,0,True,6264,5219902,79.8212,0.0
2020-06-23,GO,São João d'Aliança,city,34,1,True,13740,5220009,247.45269,0.0294
2020-06-23,GO,São João da Paraúna,city,0,0,True,1381,5220058,,0.0
2020-06-23,GO,São Luís de Montes Belos,city,34,0,True,33817,5220108,100.54115,0.0
2020-06-23,GO,São Luiz do Norte,city,12,0,True,5167,5220157,232.24308,0.0
2020-06-23,GO,São Miguel do Araguaia,city,7,0,True,21993,5220207,31.82831,0.0
2020-06-23,GO,São Simão,city,91,0,True,20645,5220405,440.78469,0.0
2020-06-23,GO,Senador Canedo,city,374,3,True,115371,5220454,324.17159,0.008
2020-06-23,GO,Serranópolis,city,2,0,True,8544,5220504,23.40824,0.0
2020-06-23,GO,Silvânia,city,20,0,True,20695,5220603,96.6417,0.0
2020-06-23,GO,Terezópolis de Goiás,city,9,0,True,8043,5221197,111.89855,0.0
2020-06-23,GO,Três Ranchos,city,1,0,True,2833,5221304,35.29827,0.0
2020-06-23,GO,Trindade,city,165,8,True,127599,5221403,129.31136,0.0485
2020-06-23,GO,Turvânia,city,6,0,True,4598,5221502,130.49152,0.0
2020-06-23,GO,Turvelândia,city,5,0,True,5281,5221551,94.67904,0.0
2020-06-23,GO,Uruaçu,city,55,0,True,40532,5221601,135.69525,0.0
2020-06-23,GO,Uruana,city,21,0,True,13843,5221700,151.70122,0.0
2020-06-23,GO,Urutaí,city,2,0,True,3072,5221809,65.10417,0.0
2020-06-23,GO,Valparaíso de Goiás,city,420,14,True,168468,5221858,249.30551,0.0333
2020-06-23,GO,Varjão,city,4,0,True,3827,5221908,104.52051,0.0
2020-06-23,GO,Vianópolis,city,22,0,True,13863,5222005,158.69581,0.0
2020-06-23,GO,Vicentinópolis,city,1,1,True,8743,5222054,11.43772,1.0
2020-06-23,GO,Vila Boa,city,1,0,True,6171,5222203,16.20483,0.0
2020-06-23,GO,,state,18014,355,True,7018354,52,256.66987,0.0197
2020-06-23,MA,Açailândia,city,2332,51,True,112445,2100055,2073.9028,0.0219
2020-06-23,MA,Afonso Cunha,city,57,0,True,6524,2100105,873.69712,0.0
2020-06-23,MA,Água Doce do Maranhão,city,146,3,True,12571,2100154,1161.40323,0.0205
2020-06-23,MA,Alcântara,city,29,5,True,22097,2100204,131.23953,0.1724
2020-06-23,MA,Aldeias Altas,city,63,0,True,26532,2100303,237.44912,0.0
2020-06-23,MA,Altamira do Maranhão,city,6,2,True,8128,2100402,73.8189,0.3333
2020-06-23,MA,Alto Alegre do Maranhão,city,271,8,True,27053,2100436,1001.73733,0.0295
2020-06-23,MA,Alto Alegre do Pindaré,city,220,1,True,31919,2100477,689.24465,0.0045
2020-06-23,MA,Alto Parnaíba,city,59,0,True,11190,2100501,527.25648,0.0
2020-06-23,MA,Amapá do Maranhão,city,3,0,True,6962,2100550,43.09107,0.0
2020-06-23,MA,Amarante do Maranhão,city,426,10,True,41435,2100600,1028.11633,0.0235
2020-06-23,MA,Anajatuba,city,144,6,True,26803,2100709,537.25329,0.0417
2020-06-23,MA,Anapurus,city,472,4,True,15732,2100808,3000.25426,0.0085
2020-06-23,MA,Apicum-Açu,city,196,2,True,17239,2100832,1136.9569,0.0102
2020-06-23,MA,Araguanã,city,370,2,True,15426,2100873,2398.54791,0.0054
2020-06-23,MA,Araioses,city,301,3,True,46440,2100907,648.14815,0.01
2020-06-23,MA,Arame,city,148,3,True,32701,2100956,452.58555,0.0203
2020-06-23,MA,Arari,city,141,3,True,29848,2101004,472.39346,0.0213
2020-06-23,MA,Axixá,city,43,1,True,12130,2101103,354.49299,0.0233
2020-06-23,MA,Bacabal,city,1529,15,True,104949,2101202,1456.89811,0.0098
2020-06-23,MA,Bacabeira,city,115,1,True,17055,2101251,674.28906,0.0087
2020-06-23,MA,Bacuri,city,297,1,True,18582,2101301,1598.32096,0.0034
2020-06-23,MA,Bacurituba,city,18,0,True,5644,2101350,318.92275,0.0
2020-06-23,MA,Balsas,city,563,2,True,94887,2101400,593.33734,0.0036
2020-06-23,MA,Barão de Grajaú,city,13,0,True,18820,2101509,69.07545,0.0
2020-06-23,MA,Barra do Corda,city,1181,13,True,88212,2101608,1338.82012,0.011
2020-06-23,MA,Barreirinhas,city,233,16,True,62528,2101707,372.63306,0.0687
2020-06-23,MA,Belágua,city,158,0,True,7469,2101731,2115.41036,0.0
2020-06-23,MA,Bela Vista do Maranhão,city,96,1,True,11209,2101772,856.45463,0.0104
2020-06-23,MA,Benedito Leite,city,14,0,True,5632,2101806,248.57955,0.0
2020-06-23,MA,Bequimão,city,153,9,True,21280,2101905,718.98496,0.0588
2020-06-23,MA,Bernardo do Mearim,city,43,2,True,6043,2101939,711.5671,0.0465
2020-06-23,MA,Boa Vista do Gurupi,city,11,2,True,9287,2101970,118.44514,0.1818
2020-06-23,MA,Bom Jardim,city,372,3,True,41630,2102002,893.58636,0.0081
2020-06-23,MA,Bom Jesus das Selvas,city,514,1,True,34028,2102036,1510.52075,0.0019
2020-06-23,MA,Bom Lugar,city,85,0,True,16294,2102077,521.66442,0.0
2020-06-23,MA,Brejo,city,200,8,True,36397,2102101,549.49584,0.04
2020-06-23,MA,Brejo de Areia,city,70,0,True,9188,2102150,761.8633,0.0
2020-06-23,MA,Buriti,city,205,0,True,28678,2102200,714.83367,0.0
2020-06-23,MA,Buriti Bravo,city,9,0,True,23884,2102309,37.68213,0.0
2020-06-23,MA,Buriticupu,city,1025,4,True,72358,2102325,1416.56762,0.0039
2020-06-23,MA,Buritirana,city,150,3,True,15430,2102358,972.13221,0.02
2020-06-23,MA,Cachoeira Grande,city,56,3,True,9431,2102374,593.78645,0.0536
2020-06-23,MA,Cajapió,city,5,2,True,11177,2102408,44.73472,0.4
2020-06-23,MA,Cajari,city,113,1,True,19379,2102507,583.10542,0.0088
2020-06-23,MA,Campestre do Maranhão,city,143,1,True,14374,2102556,994.85182,0.007
2020-06-23,MA,Cândido Mendes,city,24,4,True,20178,2102606,118.94142,0.1667
2020-06-23,MA,Cantanhede,city,242,1,True,21995,2102705,1100.25006,0.0041
2020-06-23,MA,Capinzal do Norte,city,203,0,True,10934,2102754,1856.59411,0.0
2020-06-23,MA,Carolina,city,104,0,True,24322,2102804,427.59641,0.0
2020-06-23,MA,Carutapera,city,233,14,True,23807,2102903,978.70374,0.0601
2020-06-23,MA,Caxias,city,808,22,True,164880,2103000,490.05337,0.0272
2020-06-23,MA,Cedral,city,71,0,True,10675,2103109,665.10539,0.0
2020-06-23,MA,Central do Maranhão,city,12,1,True,8673,2103125,138.36043,0.0833
2020-06-23,MA,Centro do Guilherme,city,49,1,True,13458,2103158,364.09571,0.0204
2020-06-23,MA,Centro Novo do Maranhão,city,241,5,True,21622,2103174,1114.60549,0.0207
2020-06-23,MA,Chapadinha,city,1601,13,True,79675,2103208,2009.41324,0.0081
2020-06-23,MA,Cidelândia,city,197,0,True,14697,2103257,1340.40961,0.0
2020-06-23,MA,Codó,city,1766,11,True,122859,2103307,1437.42013,0.0062
2020-06-23,MA,Coelho Neto,city,897,14,True,49435,2103406,1814.50389,0.0156
2020-06-23,MA,Colinas,city,338,7,True,41178,2103505,820.82666,0.0207
2020-06-23,MA,Conceição do Lago-Açu,city,125,2,True,16237,2103554,769.84665,0.016
2020-06-23,MA,Coroatá,city,284,3,True,65296,2103604,434.94242,0.0106
2020-06-23,MA,Cururupu,city,258,5,True,32695,2103703,789.11148,0.0194
2020-06-23,MA,Davinópolis,city,174,6,True,12908,2103752,1348.00124,0.0345
2020-06-23,MA,Dom Pedro,city,43,0,True,23350,2103802,184.15418,0.0
2020-06-23,MA,Duque Bacelar,city,149,3,True,11349,2103901,1312.891,0.0201
2020-06-23,MA,Esperantinópolis,city,460,7,True,17241,2104008,2668.0587,0.0152
2020-06-23,MA,Estreito,city,492,6,True,41946,2104057,1172.93663,0.0122
2020-06-23,MA,Feira Nova do Maranhão,city,13,1,True,8504,2104073,152.86924,0.0769
2020-06-23,MA,Fernando Falcão,city,326,0,True,10360,2104081,3146.71815,0.0
2020-06-23,MA,Formosa da Serra Negra,city,56,1,True,19089,2104099,293.36267,0.0179
2020-06-23,MA,Fortaleza dos Nogueiras,city,31,0,True,12631,2104107,245.42792,0.0
2020-06-23,MA,Fortuna,city,106,0,True,15552,2104206,681.58436,0.0
2020-06-23,MA,Godofredo Viana,city,46,2,True,11819,2104305,389.20382,0.0435
2020-06-23,MA,Gonçalves Dias,city,57,1,True,17934,2104404,317.83205,0.0175
2020-06-23,MA,Governador Archer,city,167,0,True,10840,2104503,1540.59041,0.0
2020-06-23,MA,Governador Edison Lobão,city,174,4,True,18296,2104552,951.02755,0.023
2020-06-23,MA,Governador Eugênio Barros,city,89,0,True,16828,2104602,528.88044,0.0
2020-06-23,MA,Governador Luiz Rocha,city,10,0,True,7807,2104628,128.09018,0.0
2020-06-23,MA,Governador Newton Bello,city,230,3,True,10180,2104651,2259.33202,0.013
2020-06-23,MA,Governador Nunes Freire,city,580,1,True,25577,2104677,2267.66235,0.0017
2020-06-23,MA,Graça Aranha,city,62,1,True,6262,2104701,990.09901,0.0161
2020-06-23,MA,Grajaú,city,703,12,True,69527,2104800,1011.11798,0.0171
2020-06-23,MA,Guimarães,city,98,3,True,12030,2104909,814.63009,0.0306
2020-06-23,MA,Humberto de Campos,city,154,3,True,28717,2105005,536.26772,0.0195
2020-06-23,MA,Icatu,city,81,3,True,27113,2105104,298.74968,0.037
2020-06-23,MA,Igarapé do Meio,city,131,3,True,14177,2105153,924.03188,0.0229
2020-06-23,MA,Igarapé Grande,city,488,1,True,11320,2105203,4310.95406,0.002
2020-06-23,MA,Imperatriz,city,3571,191,True,258682,2105302,1380.45941,0.0535
2020-06-23,MA,Itaipava do Grajaú,city,72,0,True,16057,2105351,448.40257,0.0
2020-06-23,MA,Itapecuru Mirim,city,394,3,True,68203,2105401,577.6872,0.0076
2020-06-23,MA,Itinga do Maranhão,city,373,8,True,26000,2105427,1434.61538,0.0214
2020-06-23,MA,Jatobá,city,34,0,True,10153,2105450,334.87639,0.0
2020-06-23,MA,Jenipapo dos Vieiras,city,125,2,True,16515,2105476,756.88768,0.016
2020-06-23,MA,João Lisboa,city,190,3,True,23632,2105500,803.99458,0.0158
2020-06-23,MA,Joselândia,city,178,0,True,16168,2105609,1100.94013,0.0
2020-06-23,MA,Junco do Maranhão,city,86,0,True,3432,2105658,2505.82751,0.0
2020-06-23,MA,Lagoa do Mato,city,0,0,True,11250,2105922,,0.0
2020-06-23,MA,Lagoa Grande do Maranhão,city,62,0,True,11394,2105963,544.14604,0.0
2020-06-23,MA,Lago da Pedra,city,729,34,True,50266,2105708,1450.28449,0.0466
2020-06-23,MA,Lago do Junco,city,57,0,True,10840,2105807,525.83026,0.0
2020-06-23,MA,Lago dos Rodrigues,city,119,2,True,8873,2105948,1341.1473,0.0168
2020-06-23,MA,Lago Verde,city,195,1,True,16257,2105906,1199.4833,0.0051
2020-06-23,MA,Lajeado Novo,city,34,0,True,7550,2105989,450.33113,0.0
2020-06-23,MA,Lima Campos,city,414,3,True,11893,2106003,3481.03927,0.0072
2020-06-23,MA,Luís Domingues,city,29,1,True,6951,2106201,417.20616,0.0345
2020-06-23,MA,Magalhães de Almeida,city,78,1,True,19826,2106300,393.42278,0.0128
2020-06-23,MA,Maracaçumé,city,337,1,True,21395,2106326,1575.13438,0.003
2020-06-23,MA,Marajá do Sena,city,94,1,True,7792,2106359,1206.3655,0.0106
2020-06-23,MA,Maranhãozinho,city,247,3,True,16265,2106375,1518.59822,0.0121
2020-06-23,MA,Mata Roma,city,232,5,True,16829,2106409,1378.5727,0.0216
2020-06-23,MA,Matinha,city,200,1,True,23370,2106508,855.79803,0.005
2020-06-23,MA,Matões,city,59,1,True,33782,2106607,174.64922,0.0169
2020-06-23,MA,Matões do Norte,city,119,0,True,16745,2106631,710.6599,0.0
2020-06-23,MA,Milagres do Maranhão,city,75,0,True,8464,2106672,886.10586,0.0
2020-06-23,MA,Mirador,city,85,0,True,21015,2106706,404.473,0.0
2020-06-23,MA,Miranda do Norte,city,136,2,True,28381,2106755,479.19383,0.0147
2020-06-23,MA,Mirinzal,city,68,6,True,14962,2106805,454.48469,0.0882
2020-06-23,MA,Monção,city,197,11,True,33434,2106904,589.22055,0.0558
2020-06-23,MA,Montes Altos,city,112,1,True,9160,2107001,1222.70742,0.0089
2020-06-23,MA,Morros,city,92,3,True,19433,2107100,473.4215,0.0326
2020-06-23,MA,Nina Rodrigues,city,50,1,True,14454,2107209,345.925,0.02
2020-06-23,MA,Nova Colinas,city,3,0,True,5384,2107258,55.72065,0.0
2020-06-23,MA,Nova Iorque,city,5,0,True,4683,2107308,106.76917,0.0
2020-06-23,MA,Nova Olinda do Maranhão,city,197,2,True,20928,2107357,941.32263,0.0102
2020-06-23,MA,Olho d'Água das Cunhãs,city,348,3,True,19505,2107407,1784.15791,0.0086
2020-06-23,MA,Olinda Nova do Maranhão,city,137,4,True,14701,2107456,931.90939,0.0292
2020-06-23,MA,Paço do Lumiar,city,442,55,True,122197,2107506,361.71101,0.1244
2020-06-23,MA,Palmeirândia,city,27,1,True,19722,2107605,136.90295,0.037
2020-06-23,MA,Paraibano,city,74,1,True,21386,2107704,346.02076,0.0135
2020-06-23,MA,Parnarama,city,23,1,True,34907,2107803,65.88936,0.0435
2020-06-23,MA,Passagem Franca,city,57,0,True,19019,2107902,299.7003,0.0
2020-06-23,MA,Pastos Bons,city,32,1,True,19472,2108009,164.33854,0.0312
2020-06-23,MA,Paulino Neves,city,101,1,True,16035,2108058,629.87215,0.0099
2020-06-23,MA,Paulo Ramos,city,329,3,True,21040,2108108,1563.68821,0.0091
2020-06-23,MA,Pedreiras,city,976,20,True,39229,2108207,2487.95534,0.0205
2020-06-23,MA,Pedro do Rosário,city,76,1,True,25144,2108256,302.25899,0.0132
2020-06-23,MA,Penalva,city,181,4,True,38470,2108306,470.49649,0.0221
2020-06-23,MA,Peri Mirim,city,131,1,True,14318,2108405,914.93225,0.0076
2020-06-23,MA,Peritoró,city,300,2,True,23196,2108454,1293.32644,0.0067
2020-06-23,MA,Pindaré-Mirim,city,312,5,True,32941,2108504,947.14793,0.016
2020-06-23,MA,Pinheiro,city,554,24,True,83387,2108603,664.37214,0.0433
2020-06-23,MA,Pio XII,city,540,4,True,21485,2108702,2513.38143,0.0074
2020-06-23,MA,Pirapemas,city,223,1,True,18625,2108801,1197.31544,0.0045
2020-06-23,MA,Poção de Pedras,city,235,0,True,17873,2108900,1314.83243,0.0
2020-06-23,MA,Porto Franco,city,178,5,True,23885,2109007,745.2376,0.0281
2020-06-23,MA,Porto Rico do Maranhão,city,38,0,True,5975,2109056,635.98326,0.0
2020-06-23,MA,Presidente Dutra,city,576,2,True,47804,2109106,1204.92009,0.0035
2020-06-23,MA,Presidente Juscelino,city,21,0,True,12734,2109205,164.91283,0.0
2020-06-23,MA,Presidente Médici,city,63,0,True,7015,2109239,898.07555,0.0
2020-06-23,MA,Presidente Sarney,city,140,6,True,18918,2109270,740.03594,0.0429
2020-06-23,MA,Presidente Vargas,city,35,0,True,11193,2109304,312.69543,0.0
2020-06-23,MA,Primeira Cruz,city,28,1,True,15315,2109403,182.82729,0.0357
2020-06-23,MA,Raposa,city,102,10,True,30761,2109452,331.5887,0.098
2020-06-23,MA,Riachão,city,20,0,True,20195,2109502,99.03441,0.0
2020-06-23,MA,Ribamar Fiquene,city,119,4,True,7791,2109551,1527.40341,0.0336
2020-06-23,MA,Rosário,city,215,7,True,42740,2109601,503.04165,0.0326
2020-06-23,MA,Sambaíba,city,4,0,True,5671,2109700,70.5343,0.0
2020-06-23,MA,Santa Filomena do Maranhão,city,15,0,True,7773,2109759,192.97569,0.0
2020-06-23,MA,Santa Helena,city,968,2,True,42130,2109809,2297.65013,0.0021
2020-06-23,MA,Santa Inês,city,3262,29,True,89044,2109908,3663.35744,0.0089
2020-06-23,MA,Santa Luzia,city,1071,3,True,72667,2110005,1473.84645,0.0028
2020-06-23,MA,Santa Luzia do Paruá,city,138,1,True,25254,2110039,546.44809,0.0072
2020-06-23,MA,Santana do Maranhão,city,53,1,True,13386,2110237,395.93605,0.0189
2020-06-23,MA,Santa Quitéria do Maranhão,city,305,6,True,25642,2110104,1189.4548,0.0197
2020-06-23,MA,Santa Rita,city,176,4,True,37855,2110203,464.93198,0.0227
2020-06-23,MA,Santo Amaro do Maranhão,city,42,0,True,15846,2110278,265.05112,0.0
2020-06-23,MA,Santo Antônio dos Lopes,city,370,2,True,14528,2110302,2546.80617,0.0054
2020-06-23,MA,São Benedito do Rio Preto,city,356,4,True,18663,2110401,1907.51755,0.0112
2020-06-23,MA,São Bento,city,218,2,True,45211,2110500,482.18354,0.0092
2020-06-23,MA,São Bernardo,city,400,8,True,28507,2110609,1403.16414,0.02
2020-06-23,MA,São Domingos do Azeitão,city,36,0,True,7392,2110658,487.01299,0.0
2020-06-23,MA,São Domingos do Maranhão,city,294,2,True,34376,2110708,855.24785,0.0068
2020-06-23,MA,São Francisco do Brejão,city,149,0,True,11798,2110856,1262.92592,0.0
2020-06-23,MA,São Francisco do Maranhão,city,5,0,True,12210,2110906,40.95004,0.0
2020-06-23,MA,São João Batista,city,64,4,True,20665,2111003,309.7024,0.0625
2020-06-23,MA,São João do Carú,city,180,3,True,15808,2111029,1138.66397,0.0167
2020-06-23,MA,São João do Paraíso,city,36,1,True,11177,2111052,322.09001,0.0278
2020-06-23,MA,São João do Soter,city,80,1,True,18543,2111078,431.42965,0.0125
2020-06-23,MA,São João dos Patos,city,72,3,True,25929,2111102,277.68136,0.0417
2020-06-23,MA,São José de Ribamar,city,862,69,True,177687,2111201,485.12272,0.08
2020-06-23,MA,São José dos Basílios,city,7,0,True,7641,2111250,91.61105,0.0
2020-06-23,MA,São Luís,city,12577,734,True,1101884,2111300,1141.40871,0.0584
2020-06-23,MA,São Luís Gonzaga do Maranhão,city,39,1,True,18856,2111409,206.83072,0.0256
2020-06-23,MA,São Mateus do Maranhão,city,591,17,True,41529,2111508,1423.10193,0.0288
2020-06-23,MA,São Pedro da Água Branca,city,217,1,True,12690,2111532,1710.00788,0.0046
2020-06-23,MA,São Pedro dos Crentes,city,39,0,True,4668,2111573,835.47558,0.0
2020-06-23,MA,São Raimundo das Mangabeiras,city,108,1,True,18868,2111607,572.39771,0.0093
2020-06-23,MA,São Raimundo do Doca Bezerra,city,69,1,True,5237,2111631,1317.54821,0.0145
2020-06-23,MA,São Roberto,city,52,0,True,6719,2111672,773.92469,0.0
2020-06-23,MA,São Vicente Ferrer,city,73,0,True,22247,2111706,328.13413,0.0
2020-06-23,MA,Satubinha,city,74,1,True,13914,2111722,531.83844,0.0135
2020-06-23,MA,Senador Alexandre Costa,city,100,0,True,11141,2111748,897.5855,0.0
2020-06-23,MA,Senador La Rocque,city,128,6,True,14293,2111763,895.54327,0.0469
2020-06-23,MA,Serrano do Maranhão,city,108,0,True,10253,2111789,1053.35024,0.0
2020-06-23,MA,Sítio Novo,city,156,1,True,18081,2111805,862.78414,0.0064
2020-06-23,MA,Sucupira do Norte,city,10,0,True,10636,2111904,94.02031,0.0
2020-06-23,MA,Sucupira do Riachão,city,5,0,True,5660,2111953,88.33922,0.0
2020-06-23,MA,Tasso Fragoso,city,25,0,True,8521,2112001,293.39279,0.0
2020-06-23,MA,Timbiras,city,273,3,True,29124,2112100,937.37124,0.011
2020-06-23,MA,Timon,city,1146,18,True,169107,2112209,677.67745,0.0157
2020-06-23,MA,Trizidela do Vale,city,457,3,True,21998,2112233,2077.46159,0.0066
2020-06-23,MA,Tufilândia,city,17,1,True,5840,2112274,291.09589,0.0588
2020-06-23,MA,Tuntum,city,426,2,True,41832,2112308,1018.35915,0.0047
2020-06-23,MA,Turiaçu,city,128,1,True,35604,2112407,359.51017,0.0078
2020-06-23,MA,Turilândia,city,227,2,True,25619,2112456,886.06113,0.0088
2020-06-23,MA,Tutóia,city,630,13,True,58860,2112506,1070.33639,0.0206
2020-06-23,MA,Urbano Santos,city,888,5,True,33122,2112605,2680.99752,0.0056
2020-06-23,MA,Vargem Grande,city,405,3,True,56510,2112704,716.68731,0.0074
2020-06-23,MA,Viana,city,219,6,True,52441,2112803,417.61217,0.0274
2020-06-23,MA,Vila Nova dos Martírios,city,84,0,True,13392,2112852,627.24014,0.0
2020-06-23,MA,Vitória do Mearim,city,187,2,True,32764,2112902,570.74838,0.0107
2020-06-23,MA,Vitorino Freire,city,635,1,True,31523,2113009,2014.40218,0.0016
2020-06-23,MA,Zé Doca,city,1913,19,True,51714,2114007,3699.19171,0.0099
2020-06-23,MA,,state,72021,1797,True,7075181,21,1017.93862,0.025
2020-06-23,MG,Abadia dos Dourados,city,5,0,True,6989,3100104,71.54099,0.0
2020-06-23,MG,Abaeté,city,2,0,True,23237,3100203,8.60696,0.0
2020-06-23,MG,Abre Campo,city,8,0,True,13454,3100302,59.46187,0.0
2020-06-23,MG,Acaiaca,city,3,1,True,3994,3100401,75.11267,0.3333
2020-06-23,MG,Açucena,city,8,1,True,9470,3100500,84.4773,0.125
2020-06-23,MG,Água Comprida,city,3,1,True,1999,3100708,150.07504,0.3333
2020-06-23,MG,Aguanil,city,3,0,True,4486,3100807,66.87472,0.0
2020-06-23,MG,Águas Formosas,city,4,0,True,19207,3100906,20.82574,0.0
2020-06-23,MG,Águas Vermelhas,city,17,0,True,13539,3101003,125.56319,0.0
2020-06-23,MG,Aimorés,city,66,0,True,25167,3101102,262.24818,0.0
2020-06-23,MG,Além Paraíba,city,101,2,True,35362,3101508,285.61733,0.0198
2020-06-23,MG,Alfenas,city,24,0,True,79996,3101607,30.0015,0.0
2020-06-23,MG,Alfredo Vasconcelos,city,3,1,True,6907,3101631,43.4342,0.3333
2020-06-23,MG,Almenara,city,46,0,True,41896,3101706,109.79568,0.0
2020-06-23,MG,Alpercata,city,4,0,True,7424,3101805,53.87931,0.0
2020-06-23,MG,Alpinópolis,city,1,0,True,19853,3101904,5.03702,0.0
2020-06-23,MG,Alterosa,city,2,0,True,14466,3102001,13.82552,0.0
2020-06-23,MG,Alto Caparaó,city,2,0,True,5847,3102050,34.20558,0.0
2020-06-23,MG,Alto Jequitibá,city,17,1,True,8317,3153509,204.40063,0.0588
2020-06-23,MG,Alto Rio Doce,city,41,1,True,11000,3102100,372.72727,0.0244
2020-06-23,MG,Alvarenga,city,74,0,True,3907,3102209,1894.03635,0.0
2020-06-23,MG,Alvinópolis,city,7,0,True,15203,3102308,46.04354,0.0
2020-06-23,MG,Alvorada de Minas,city,2,0,True,3606,3102407,55.46312,0.0
2020-06-23,MG,Amparo do Serra,city,1,0,True,4713,3102506,21.21791,0.0
2020-06-23,MG,Andradas,city,13,1,True,41077,3102605,31.64788,0.0769
2020-06-23,MG,Andrelândia,city,16,0,True,12224,3102803,130.89005,0.0
2020-06-23,MG,Antônio Carlos,city,12,0,True,11445,3102902,104.84928,0.0
2020-06-23,MG,Antônio Dias,city,24,0,True,9318,3103009,257.566,0.0
2020-06-23,MG,Araçuaí,city,6,0,True,36708,3103405,16.34521,0.0
2020-06-23,MG,Araguari,city,128,3,True,117267,3103504,109.15262,0.0234
2020-06-23,MG,Arantina,city,3,0,True,2795,3103603,107.33453,0.0
2020-06-23,MG,Araporã,city,13,1,True,6869,3103751,189.25608,0.0769
2020-06-23,MG,Arapuá,city,8,0,True,2834,3103801,282.28652,0.0
2020-06-23,MG,Araxá,city,199,4,True,106229,3104007,187.33114,0.0201
2020-06-23,MG,Arceburgo,city,7,0,True,10772,3104106,64.98329,0.0
2020-06-23,MG,Arcos,city,26,0,True,40092,3104205,64.85084,0.0
2020-06-23,MG,Arinos,city,1,0,True,17875,3104502,5.59441,0.0
2020-06-23,MG,Astolfo Dutra,city,16,1,True,14179,3104601,112.84294,0.0625
2020-06-23,MG,Ataléia,city,6,0,True,12868,3104700,46.62729,0.0
2020-06-23,MG,Baependi,city,2,0,True,19148,3104908,10.44496,0.0
2020-06-23,MG,Bambuí,city,0,0,True,23829,3105103,,0.0
2020-06-23,MG,Bandeira,city,1,0,True,4795,3105202,20.85506,0.0
2020-06-23,MG,Barão de Cocais,city,72,0,True,32485,3105400,221.64076,0.0
2020-06-23,MG,Barão de Monte Alto,city,7,0,True,5397,3105509,129.70169,0.0
2020-06-23,MG,Barbacena,city,320,4,True,137313,3105608,233.04421,0.0125
2020-06-23,MG,Barra Longa,city,13,0,True,5131,3105707,253.36192,0.0
2020-06-23,MG,Barroso,city,12,0,True,20810,3105905,57.66458,0.0
